name,jurisdiction,jurisdictionType,entityType,status,statusDescription,birthyear,birthmonth,birthday,deathyear,deathmonth,deathday,zipcode
FUNDACION UNIVERSITARIA IBEROAMERICANA,SPAIN,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,2007,06,11,NONE,NONE,NONE,10018
BLACKSTONE HOLDINGS IV L.P.,CANADA,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,15,NONE,NONE,NONE,10154
BLACKSTONE HOLDINGS V L.P.,CANADA,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,18,NONE,NONE,NONE,10154
BLACKSTONE HOLDINGS V GP L.P.,CANADA,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,18,NONE,NONE,NONE,10154
GF CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,06,20,NONE,NONE,NONE,10005
WEALTH INFORMATION EXCHANGE LIMITED,IRELAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,06,20,2009,04,15,10017
JACK MOUNT LTD.,ISRAEL,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,06,20,NONE,NONE,NONE,10019
QUINTESSENCE OVERSEAS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,25,NONE,NONE,NONE,10036
QUINTESSENCE GLOBAL L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,25,NONE,NONE,NONE,10036
QUINTESSENCE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,25,NONE,NONE,NONE,10036
QUINTESSENCE GLOBAL II L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,25,NONE,NONE,NONE,10036
DAIWA INSTITUTE OF RESEARCH LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,06,26,2009,03,16,10104
RAEBURN MASTER FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,07,09,2008,12,22,10020
GS DIRECT MEZZANINE 2006 OFFSHORE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,09,NONE,NONE,NONE,10004
GREENHILL CAPITAL PARTNERS (CAYMAN) II. L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,09,NONE,NONE,NONE,10022
BLACKSTONE HEALTH COMMITMENT PARTNERS FEEDER FUND L.P.,CANADA,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,09,NONE,NONE,NONE,10011
ACI CAPITAL INVESTORS II (OFFSHORE) AIV L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,09,NONE,NONE,NONE,10017
INSIGHT VENTURE PARTNERS (CAYMAN) VI L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,11,NONE,NONE,NONE,10011
INVEST TUR BRASIL-DESENVOLVIMENTO IMOBILIARIO TURISTICO S.A. CORP,BRAZIL,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,07,11,2009,09,18,10128
DEPARTMENT STORE MOSCOW,RUSSIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,07,13,2011,07,27,10006
MAS FABRICS HONG KONG LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,07,17,NONE,NONE,NONE,10001
TAILWIND HOLDINGS ECI (CAYMAN) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,18,NONE,NONE,NONE,10022
TAILWIND CAPITAL PARTNERS (CAYMAN) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,18,NONE,NONE,NONE,10022
GS CAPITAL PARTNERS 2000 OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,26,NONE,NONE,NONE,10004
GS CAPITAL PARTNERS V OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,26,NONE,NONE,NONE,10004
GRAND SUCCESS LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,07,27,NONE,NONE,NONE,10103
CRESTVIEW PARTNERS (CAYMAN) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
CRESTVIEW PARTNERS TE (OUTBOUND) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
CRESTVIEW PARTNERS ERISA (OUTBOUND) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
CRESTVIEW PARTNERS GP (OUTBOUND) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
CRESTVIEW PARTNERS (OUTBOUND) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
ACF S.R.L.,ITALY,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10122
CLEARWATER CAPITAL PARTNERS FUND III GP L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
CLEARWATER CAPITAL GP (III) LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,07,31,2011,07,27,10011
CLEARWATER CAPITAL PARTNERS FUND III L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,07,31,NONE,NONE,NONE,10011
COSMO FILMS LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,08,02,2009,05,04,10018
QUANTUM INDIA FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,08,03,2011,04,05,10106
QP MM INDIA L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,08,03,2011,04,07,10106
GOLDMAN SACHS PERRY PRIVATE OPPORTUNITIES FUND OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,08,03,NONE,NONE,NONE,10004
GOLDMAN SACHS PERRY PRIVATE OPPORTUNITIES FUND OFFSHORE HOLDINGS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,08,03,NONE,NONE,NONE,10004
LCL SHIPPING SERVICES PRIVATE LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,06,NONE,NONE,NONE,11434
STICHTING EQUITY,NETHERLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,07,NONE,NONE,NONE,10005
EQUITY FUND SERVICES BV,NETHERLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,08,07,2012,04,25,10017
GENPACT LIMITED,BERMUDA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,08,07,2011,07,27,10016
DAIICHI CHUO KISEN KAISHA,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,09,NONE,NONE,NONE,10006
REDWOOD GROVE INTERNATIONAL ASSOCIATES LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,08,10,2011,07,27,10022
CRESTVIEW OFFSHORE HOLDINGS (CAYMAN) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,08,10,NONE,NONE,NONE,10011
KICKOFF S.P.A.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,10,NONE,NONE,NONE,10019
THE NATIVE AGENCY LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,08,14,2011,07,27,10011
CAREY JONES INTERIORS LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,15,NONE,NONE,NONE,10011
DORVIN INC.,RUSSIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,08,16,2011,07,27,11218
THE CHUNICHI SHIMBUN CO. LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,20,NONE,NONE,NONE,10020
LINDBLAD MARITIME ENTERPRISES LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,28,NONE,NONE,NONE,10014
OLD LANE GMA MASTER FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,08,29,2008,04,23,10022
OLD LANE GMAFF L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,08,29,2008,04,23,10022
NIKE IMMOBILIARE,ITALY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,08,29,2011,07,27,10279
AIR CHINA CARGO CO. LTD.,CHINA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,29,NONE,NONE,NONE,10017
NEBI FINANCIAL INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,08,31,NONE,NONE,NONE,10105
RGI CO-INVEST 1 L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,09,04,NONE,NONE,NONE,10011
PEQUOT SPINNAKER MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,06,2010,10,27,10011
WHITEHALL STREET INTERNATIONAL REPIA FUND 2005 L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,09,06,NONE,NONE,NONE,10004
PEQUOT SPINNAKER OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,06,2010,10,27,10011
WHITEHALL STREET INTERNATIONAL EMPLOYEE FUND 2005 L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,09,06,NONE,NONE,NONE,10004
RAEBURN OVERSEAS PARTNERS LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,09,10,NONE,NONE,NONE,10021
GCP CAYMAN LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,09,10,2011,07,27,10022
RAEBURN OVERSEAS PARTNERS - A LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,09,10,NONE,NONE,NONE,10021
WHITEHALL STREET INTERNATIONAL REPIA FUND 2005 CORP. L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,09,11,NONE,NONE,NONE,10004
PEQUOT NEW CONTRARIUS MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,13,2009,04,06,10011
PEQUOT NEW CONTRARIUS OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,13,2009,04,07,10011
PEQUOT NEW SKY OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,13,2009,01,06,10011
PEQUOT NEW SKY MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,13,2009,01,29,10011
PEQUOT NEW PROSPECT OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,13,2011,02,16,10011
PEQUOT NEW PROSPECT MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,09,13,2011,02,04,10011
HRC FUND IV LIMITED,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,09,13,2011,07,27,10011
CALDOR MANAGEMENT LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,09,25,NONE,NONE,NONE,11217
INTER-COMMERCE CONSULTANTS INTERNATIONAL LTD.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,09,26,2011,07,27,10022
NUTRAM INVESTORS HOLDING CO. LTD.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,09,28,2011,07,27,10021
9176-9422 QUEBEC INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,10,02,2011,07,27,11226
FERNANDEZ VENTURA ASOCIADOS INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,10,04,2011,07,27,10040
DAMCO A/S,DENMARK,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,10,05,2011,07,27,10011
AMBROSTONE S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,10,05,NONE,NONE,NONE,10022
CHINA NATIONAL CHARTERING CORP.,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,10,09,2010,11,09,10170
AIP CORPORATION,JAPAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,10,18,2009,05,22,10168
DA SAN SOCIEDAD ANONIMA DE CAPITAL VARIABLE CORP.,EL SALVADOR,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,10,19,2011,07,27,10018
ARCADIA GROUP (USA) LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,10,24,NONE,NONE,NONE,10011
MINITEX STROY,RUSSIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,10,26,2008,10,01,11229
OLDENDORFF CARRIERS GMBH & CO. KG,GERMANY,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,10,30,2010,10,22,10174
CREATIVE DESIGN FOR RESTAURANTS & BARS LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,10,31,NONE,NONE,NONE,11201
GEORGE V RESTAURATION S.A.,FRANCE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,10,31,2011,07,27,11201
MORGAN STANLEY REAL ESTATE MEZZANINE PARTNERS B L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,11,01,NONE,NONE,NONE,10011
JSOIN (BVI) LTD.,BOLIVIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,05,NONE,NONE,NONE,10004
FR8 SINGAPORE PTE. LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,11,05,2008,09,10,10007
JTC LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,07,NONE,NONE,NONE,10178
CARLYLE ASIA PARTNERS III L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,11,08,NONE,NONE,NONE,10011
CAP III GENERAL PARTNER L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,11,08,NONE,NONE,NONE,10011
XI BIOFUELS INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,11,13,2011,07,27,10005
KITCH COMPANY CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,14,NONE,NONE,NONE,10011
INNET CORPORATION,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,11,14,2011,07,27,10001
APPSENSE LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,11,14,2010,09,30,10018
WOOSTER STREET PROPERTY LTD.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,14,NONE,NONE,NONE,10280
ITR USA RETAIL S.R.L.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,15,NONE,NONE,NONE,10005
AIR CHINA LIMITED,CHINA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,19,NONE,NONE,NONE,10017
MILANA S.R.L.,ITALY,world,UNAUTHORIZED LIMITED LIABILITY COMPANY,INACTIVE,MERGED OUT,2007,11,21,2007,12,12,10169
RENAISSANCE INSURANCE GROUP LIMITED,RUSSIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,11,27,2011,07,27,10005
NTT WORLDWIDE TELECOMMUNICATIONS CORPORATION,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,28,NONE,NONE,NONE,10011
ASHURST LLP,UNITED KINGDOM,world,FOREIGN REGISTERED LIMITED LIABILITY PARTNERSHIP,INACTIVE,REVOCATION OF REGISTRATION,2007,11,29,2013,03,27,10019
CEBON APPAREL PRIVATE LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,11,30,NONE,NONE,NONE,10018
CROWN GOLDEN INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,11,30,2011,07,27,11234
GOLDMAN SACHS PRIVATE EQUITY PARTNERS ASIA OFFSHORE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,12,03,NONE,NONE,NONE,10004
BUJEON ELECTRONICS CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,12,04,2011,07,27,10001
PAGANO AS,NORWAY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,12,06,NONE,NONE,NONE,10003
FIRST SECURITIES ASA,NORWAY,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2007,12,10,NONE,NONE,NONE,10022
HAUTS-MONTS INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,12,10,2011,07,27,10011
CENTER PARK ENTERPRISES INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,12,12,NONE,NONE,NONE,10016
HIGHBRIDGE PRINCIPAL STRATEGIES MEZZANINE PARTNERS OFFSHORE GP L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,12,14,NONE,NONE,NONE,10019
REDES MODERNAS DE LA FRONTERA S.A. DE C.V.,MEXICO,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,12,14,2011,07,27,10001
GSO LIQUIDITY OVERSEAS PARTNERS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,12,14,NONE,NONE,NONE,10017
NAUTADUTILH NEW YORK,NETHERLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,12,18,NONE,NONE,NONE,10020
ANDA S.P.A. INC.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,12,20,NONE,NONE,NONE,10119
BLACKSTONE REAL ESTATE PARTNERS EUROPE III L.P.,UNITED KINGDOM,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,12,28,NONE,NONE,NONE,10154
AG CAPITAL RECOVERY VI HOLDINGS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,12,31,NONE,NONE,NONE,10011
BLUEBAY ASSOCIATES LIMITED,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,,2008,01,03,NONE,NONE,NONE,10016
ICDLINK LTD.,BERMUDA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,08,2011,10,26,10022
LEE EQUITY STRATEGIC PARTNERS FUND (OFFSHORE) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2008,01,09,NONE,NONE,NONE,10153
GOLDMAN SACHS DISTRESSED OPPORTUNITIES FUND IV OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2008,01,10,NONE,NONE,NONE,10004
GOLDMAN SACHS DISTRESSED OPPORTUNITIES FUND IV OFFSHORE HOLDINGS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2008,01,10,NONE,NONE,NONE,10004
SAMTA SHIPMANAGEMENT PTE LTD,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,01,10,2013,07,01,10174
GOLDMAN SACHS DISTRESSED OPPORTUNITIES IV OFFSHORE HOLDINGS ADVISORS INC.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,10,2011,07,27,10005
GOLDMAN SACHS DISTRESSED OPPORTUNITIES IV OFFSHORE ADVISORS INC.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,10,2011,07,27,10005
GOLDMAN SACHS VINTAGE FUND IV EMPLOYEE FUND OFFSHORE LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,11,2011,07,27,10005
GOLDMAN SACHS DEVELOPING MARKETS REAL ESTATE PMD ESC FUND OFFSHORE LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,01,11,NONE,NONE,NONE,10005
GOLDMAN SACHS VINTAGE FUND IV PMD QP FUND OFFSHORE LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,11,2011,07,27,10005
GOLDMAN SACHS DEVELOPING MARKETS REAL ESTATE PMD QP FUND OFFSHORE LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,01,11,NONE,NONE,NONE,10005
H D S G & ASSOCIATES R.L.L.P.,INDIA,world,FOREIGN REGISTERED LIMITED LIABILITY PARTNERSHIP,ACTIVE,NONE,2008,01,14,NONE,NONE,NONE,10305
CCP FEEDER III L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2008,01,15,2008,11,19,10152
EL AL ISRAEL AIRLINES LTD.,ISRAEL,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,17,2012,01,25,10010
MADESIN GENERAL CONTRACTORS LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,01,22,2011,07,27,10011
HIGHBRIDGE PRINCIPAL STRATEGIES-MEZZANINE PARTNERS OFFSHORE PARTICIPANTS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2008,01,22,NONE,NONE,NONE,10019
CCP STRATEGIC FEEDER III L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2008,01,22,2008,11,19,10011
PILLON HOLDINGS (MAUI) INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,01,24,NONE,NONE,NONE,10011
KINGFISHER AIRLINES LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,01,25,NONE,NONE,NONE,10011
INSTITUTE FOR DEMOCRACY AND COOPERATION,RUSSIA,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,2008,01,25,NONE,NONE,NONE,10011
CCP FEEDER III GP LTD.,CAYMAN ISLANDS,world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2008,01,31,2008,11,19,10152
PEACE DIVIDEND TRUST,CANADA,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,2008,01,31,NONE,NONE,NONE,11215
